outtxt_1,outtxt_2,outtxt_3,outtxt_4
141.001374265978,38.0041233443962,38,42
147.001374265978,41.0041233443962,38,42
157.000624453432,42.0037484381228,38,42
166.999374859557,41.0036235162166,38,42
176.998125328139,39.0037485005857,38,42
182.996875796713,35.0039984224822,38,42
182.996126140319,31.004498266281,38,42
174.996126234002,29.0049980788474,38,42
165.997125984053,29.005247953902,38,42
154.998250577936,31.0052479226755,38,42
141.999625093733,33.0049979851637,38,42
130.001249515813,34.0047480788825,38,42
120.002748937904,36.0046231413552,38,42
112.003998438101,38.0043732194528,38,42
105.004998032015,40.0041233131697,38,42
98.0049980320154,40.0041233131697,38,42
91.0049980320154,39.0041233131697,38,42
85.0049980320154,37.0041233131697,38,42
80.0049980320154,33.0041233131697,38,42
72.0056228758045,29.0046231882009,38,42
74.006622547781,27.0051230007634,38,42
66.0063724853376,25.005372875818,38,42
60.0073722666501,26.0056227821071,38,42
58.0081219542555,28.0054977821188,38,42
58.0081219542555,31.0054977821188,38,42
61.0081219542555,34.0051228758454,38,42
65.0077470479821,37.0047480164235,38,42
71.0072472198024,39.0043731569958,38,42
77.0064974697185,41.0041232663259,38,42
82.0057477508669,41.0038733600388,38,42
80.0051230007693,49.0038733912693,38,42
82.0053730163592,51.0028736412029,38,42
81.0051230475994,52.0026238286248,38,42
80.0052480475955,52.0024988910858,38,42
79.0053730007322,52.0024989066991,38,42
80.0054979538748,53.0024989066971,38,42
82.0053729695018,51.0023739379393,38,42
83.0051230476053,48.0026238910721,38,42
82.0049981100799,49.0029987661092,38,42
82.005123094451,49.0028737505037,38,42
82.0051230788319,49.0028737661268,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,49.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,50.0028737661248,38,42
82.0051230788338,51.0028737661248,38,42
84.0051230788338,38.002748797367,38,42
79.0048731413182,38.0043734068357,38,42
74.0054980163416,38.0043732038103,38,42
67.0061227820408,38.0043732038357,38,42
61.0069974852693,38.0043732038357,38,42
56.0077471885056,38.0043732038357,38,42
51.0083719386052,38.0043732038357,38,42
50.00899670432,38.0043732038357,38,42
52.0091215950016,37.0043732038357,38,42
57.0088716418785,37.0044981725935,38,42
65.0082468293258,37.0044981569763,38,42
66.0072471573454,34.0044981569783,38,42
74.0071223135153,35.0048730632517,38,42
83.0061225790544,36.0047480476423,38,42
93.0049979851697,36.0046230945075,38,42
103.003748438131,35.0046231101228,38,42
114.002498906707,31.0047480788786,38,42
124.001124406523,29.0052479382927,38,42
132.999874890715,28.0054978133415,38,42
143.998750328045,27.0056227508727,38,42
149.997375812244,25.0057477040172,38,42
150.996626171469,24.0059976259176,38,42
148.996501296393,25.006122563443,38,42
143.996751249514,28.0059975790719,38,42
138.997376062067,31.0056226884176,38,42
132.998000827774,21.0052478289938,38,42
128.998750562244,18.0064975634176,38,42
123.999250343582,19.0068723135133,38,42
117.999875124914,24.0067472979234,38,42
118.000624859383,26.0061224697574,38,42
110.00062476569,27.0058726103258,38,42
103.001624515764,28.0057476727926,38,42
96.0024991721309,29.0056227196481,38,42
88.0033738441309,29.0054977665055,38,42
83.0043734848867,33.0054977821207,38,42
80.0049982037519,33.0049979070876,38,42
75.005373031955,32.0049979695563,38,42
77.0059978289022,32.0051229383063,38,42
80.0057478133065,32.0051229226891,38,42
84.0053729382772,33.0051229226911,38,42
82.0048731100936,32.0049979539333,38,42
93.0051231100721,33.0051229383083,38,42
102.003748422494,39.0049979539313,38,42
110.002623875467,38.0042481570036,38,42
113.001624265937,37.0043732194626,38,42
108.001249484584,36.0044981725915,38,42
109.001874375209,26.0046231257341,38,42
102.001749328359,26.005872797697,38,42
103.002624125291,22.005872641527,38,42
99.002499047211,26.0063725165778,38,42
108.002998937873,25.0058725790777,38,42
112.002998937873,27.0058725790777,38,42
112.002499062842,36.0056226415621,38,42
100.002499125311,38.0044979539762,38,42
100.003998750397,38.0042481570114,38,42
100.00399856299,38.0042481882282,38,42
100.003998563014,38.0042481882243,38,42
100.003998563014,38.0042481882243,38,42
100.003998563014,38.0042481882243,38,42
100.003998563014,38.0042481882243,38,42
100.003998563014,38.0042481882243,38,42
116.003998563014,41.0042481882243,38,42
116.001999062889,36.0038732819509,38,42
116.001999312764,30.0044981725915,38,42
108.001999312733,26.0052479070466,38,42
99.002999062795,30.0057476883844,38,42
93.0041236566778,38.0052477508961,38,42
93.0048733286855,42.0042480633102,38,42
99.004873235,44.0037483132087,38,42
107.004123422465,41.0034984381462,38,42
110.003123766105,37.0038733756462,38,42
109.002748984758,33.004373203822,38,42
107.002874000352,30.0048730163903,38,42
100.003123922244,31.0052478602028,38,42
87.0039986723164,39.0051228446012,38,42
80.0056231568515,49.0041231101618,38,42
80.0064977351464,58.0028735475193,38,42
77.0064976258514,62.0017489848553,38,42
77.0068725321385,62.0012492503592,38,42
77.0068724852869,62.0012493128104,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,61.0012493128026,38,42
77.0068724852928,62.0013742815604,38,42
77.0068724852928,62.0012492971854,38,42
77.0068724852928,62.0012493128046,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
77.0068724852928,62.0012493128026,38,42
76.0068724852928,62.0012493128026,38,42
77.0069974540506,61.0012493128026,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
78.0068724696756,62.0013742815604,38,42
77.0067475009178,62.0013742815604,38,42
78.0068724852928,63.0013742815604,38,42
77.0067475009159,62.0012493128026,38,42
76.0068724852928,62.0013742971776,38,42
77.0069974384315,62.0013742815585,38,42
77.0068724540584,62.0013742815604,38,42
77.0068724696776,63.0013742815604,38,42
76.0068724696756,62.0012493128026,38,42
77.0069974384334,62.0013742971776,38,42
78.0068724540584,62.0013742815585,38,42
77.0067475009198,61.0013742815604,38,42
77.0068724852928,61.0014992503182,38,42
78.0068724696737,62.0014992347011,38,42
76.0067475009178,62.0013742659452,38,42
77.0069974540506,62.0013742815624,38,42
77.0068724540565,61.0013742815604,38,42
78.0068724696776,62.0014992503183,38,42
78.0067475009178,61.0013742659433,38,42
76.006747516535,44.0014992503202,38,42
76.0069974540487,41.0036237035838,38,42
89.0069974228143,40.003998344367,38,42
102.005372828967,43.0041232663064,38,42
87.0037484381386,51.0037483444216,38,42
78.0056231725039,62.0027486412127,38,42
77.0067476570409,62.0013741098084,38,42
77.0068724852733,62.0013742815819,38,42
77.0068724696737,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,62.0013742815604,38,42
77.0068724696756,63.0013742815604,38,42
77.0068724696756,63.0012493128026,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,62.0012493284198,38,42
77.0068724696756,63.0012493284198,38,42
77.0068724696756,63.001124359662,38,42
71.0068724696756,51.0011243752792,38,42
77.0076222822225,62.002624000371,38,42
76.0068723759725,63.0012491566288,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,62.0011243596835,38,42
77.0069974384451,63.0011243596835,38,42
77.0069974384451,61.0009993909256,38,42
